Epi_date_V3,Year,Cases,7-Day Average,Cumulative Cases,AsOf
01/04/2023,2023,3.0,5.714285850524902,30116.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/05/2023,2023,6.0,6.142857074737549,30122.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/06/2023,2023,6.0,6.285714149475098,30128.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/07/2023,2023,7.0,6.714285850524902,30135.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/08/2023,2023,8.0,6.142857074737549,30143.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/09/2023,2023,7.0,6.5714287757873535,30150.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/10/2023,2023,10.0,6.714285850524902,30160.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/11/2023,2023,6.0,7.142857074737549,30166.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/12/2023,2023,6.0,7.142857074737549,30172.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/13/2023,2023,6.0,7.142857074737549,30178.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/14/2023,2023,6.0,7.0,30184.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/15/2023,2023,8.0,7.0,30192.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/16/2023,2023,4.0,6.5714287757873535,30196.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/17/2023,2023,2.0,5.4285712242126465,30198.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/18/2023,2023,5.0,5.285714149475098,30203.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/19/2023,2023,2.0,4.714285850524902,30205.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/20/2023,2023,11.0,5.4285712242126465,30216.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/21/2023,2023,5.0,5.285714149475098,30221.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/22/2023,2023,4.0,4.714285850524902,30225.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/23/2023,2023,3.0,4.5714287757873535,30228.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/24/2023,2023,5.0,5.0,30233.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/25/2023,2023,7.0,5.285714149475098,30240.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/26/2023,2023,3.0,5.4285712242126465,30243.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/27/2023,2023,5.0,4.5714287757873535,30248.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/28/2023,2023,4.0,4.4285712242126465,30252.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/29/2023,2023,3.0,4.285714149475098,30255.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/30/2023,2023,4.0,4.4285712242126465,30259.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/31/2023,2023,6.0,4.5714287757873535,30265.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/01/2023,2023,3.0,4.0,30268.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/02/2023,2023,5.0,4.285714149475098,30273.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/03/2023,2023,2.0,3.857142925262451,30275.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/04/2023,2023,4.0,3.857142925262451,30279.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/05/2023,2023,1.0,3.5714285373687744,30280.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/06/2023,2023,1.0,3.142857074737549,30281.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/07/2023,2023,3.0,2.7142856121063232,30284.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/08/2023,2023,2.0,2.5714285373687744,30286.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/09/2023,2023,2.0,2.142857074737549,30288.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/10/2023,2023,4.0,2.4285714626312256,30292.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/11/2023,2023,1.0,2.0,30293.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/12/2023,2023,2.0,2.142857074737549,30295.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/13/2023,2023,1.0,2.142857074737549,30296.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/14/2023,2023,2.0,2.0,30298.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/15/2023,2023,2.0,2.0,30300.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/16/2023,2023,3.0,2.142857074737549,30303.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/17/2023,2023,3.0,2.0,30306.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/18/2023,2023,4.0,2.4285714626312256,30310.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/19/2023,2023,1.0,2.2857143878936768,30311.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/20/2023,2023,3.0,2.5714285373687744,30314.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/21/2023,2023,0.0,2.2857143878936768,30314.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/22/2023,2023,2.0,2.2857143878936768,30316.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/23/2023,2023,2.0,2.142857074737549,30318.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/24/2023,2023,3.0,2.142857074737549,30321.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/25/2023,2023,1.0,1.7142857313156128,30322.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/26/2023,2023,4.0,2.142857074737549,30326.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/27/2023,2023,3.0,2.142857074737549,30329.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/28/2023,2023,6.0,3.0,30335.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/01/2023,2023,2.0,3.0,30337.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/02/2023,2023,1.0,2.857142925262451,30338.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/03/2023,2023,0.0,2.4285714626312256,30338.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/04/2023,2023,7.0,3.2857143878936768,30345.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/05/2023,2023,2.0,3.0,30347.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/06/2023,2023,0.0,2.5714285373687744,30347.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/07/2023,2023,1.0,1.8571428060531616,30348.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/08/2023,2023,2.0,1.8571428060531616,30350.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/09/2023,2023,2.0,2.0,30352.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/10/2023,2023,3.0,2.4285714626312256,30355.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/11/2023,2023,3.0,1.8571428060531616,30358.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/12/2023,2023,0.0,1.5714285373687744,30358.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/13/2023,2023,5.0,2.2857143878936768,30363.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/14/2023,2023,2.0,2.4285714626312256,30365.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/15/2023,2023,0.0,2.142857074737549,30365.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/16/2023,2023,2.0,2.142857074737549,30367.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/17/2023,2023,2.0,2.0,30369.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/18/2023,2023,1.0,1.7142857313156128,30370.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/19/2023,2023,1.0,1.8571428060531616,30371.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/20/2023,2023,1.0,1.2857142686843872,30372.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/21/2023,2023,2.0,1.2857142686843872,30374.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/22/2023,2023,0.0,1.2857142686843872,30374.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/23/2023,2023,2.0,1.2857142686843872,30376.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/24/2023,2023,3.0,1.4285714626312256,30379.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/25/2023,2023,1.0,1.4285714626312256,30380.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/26/2023,2023,2.0,1.5714285373687744,30382.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/27/2023,2023,3.0,1.8571428060531616,30385.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/28/2023,2023,0.0,1.5714285373687744,30385.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/29/2023,2023,2.0,1.8571428060531616,30387.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/30/2023,2023,3.0,2.0,30390.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/31/2023,2023,2.0,1.8571428060531616,30392.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/01/2023,2023,2.0,2.0,30394.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/02/2023,2023,0.0,1.7142857313156128,30394.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/03/2023,2023,3.0,1.7142857313156128,30397.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/04/2023,2023,0.0,1.7142857313156128,30397.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/05/2023,2023,3.0,1.8571428060531616,30400.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/06/2023,2023,1.0,1.5714285373687744,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/07/2023,2023,0.0,1.2857142686843872,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/08/2023,2023,0.0,1.0,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/09/2023,2023,0.0,1.0,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/10/2023,2023,0.0,0.5714285969734192,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/11/2023,2023,0.0,0.5714285969734192,30401.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/12/2023,2023,3.0,0.5714285969734192,30404.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/13/2023,2023,2.0,0.7142857313156128,30406.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/14/2023,2023,2.0,1.0,30408.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/15/2023,2023,3.0,1.4285714626312256,30411.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/16/2023,2023,3.0,1.8571428060531616,30414.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/17/2023,2023,1.0,2.0,30415.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/18/2023,2023,5.0,2.7142856121063232,30420.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/19/2023,2023,2.0,2.5714285373687744,30422.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/20/2023,2023,4.0,2.857142925262451,30426.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/21/2023,2023,2.0,2.857142925262451,30428.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/22/2023,2023,0.0,2.4285714626312256,30428.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/23/2023,2023,3.0,2.4285714626312256,30431.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/24/2023,2023,1.0,2.4285714626312256,30432.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/25/2023,2023,1.0,1.8571428060531616,30433.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/26/2023,2023,0.0,1.5714285373687744,30433.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/27/2023,2023,1.0,1.1428571939468384,30434.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/28/2023,2023,1.0,1.0,30435.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/29/2023,2023,2.0,1.2857142686843872,30437.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/30/2023,2023,1.0,1.0,30438.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/01/2023,2023,7.0,1.8571428060531616,30445.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/02/2023,2023,2.0,2.0,30447.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/03/2023,2023,5.0,2.7142856121063232,30452.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/04/2023,2023,5.0,3.2857143878936768,30457.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/05/2023,2023,2.0,3.4285714626312256,30459.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/06/2023,2023,2.0,3.4285714626312256,30461.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/07/2023,2023,4.0,3.857142925262451,30465.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/08/2023,2023,1.0,3.0,30466.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/09/2023,2023,4.0,3.2857143878936768,30470.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/10/2023,2023,1.0,2.7142856121063232,30471.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/11/2023,2023,3.0,2.4285714626312256,30474.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/12/2023,2023,0.0,2.142857074737549,30474.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/13/2023,2023,6.0,2.7142856121063232,30480.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/14/2023,2023,1.0,2.2857143878936768,30481.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/15/2023,2023,6.0,3.0,30487.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/16/2023,2023,3.0,2.857142925262451,30490.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/17/2023,2023,2.0,3.0,30492.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/18/2023,2023,4.0,3.142857074737549,30496.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/19/2023,2023,2.0,3.4285714626312256,30498.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/20/2023,2023,2.0,2.857142925262451,30500.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/21/2023,2023,0.0,2.7142856121063232,30500.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/22/2023,2023,3.0,2.2857143878936768,30503.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/23/2023,2023,2.0,2.142857074737549,30505.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/24/2023,2023,5.0,2.5714285373687744,30510.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/25/2023,2023,4.0,2.5714285373687744,30514.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/26/2023,2023,4.0,2.857142925262451,30518.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/27/2023,2023,3.0,3.0,30521.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/28/2023,2023,6.0,3.857142925262451,30527.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/29/2023,2023,2.0,3.7142856121063232,30529.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/30/2023,2023,2.0,3.7142856121063232,30531.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/31/2023,2023,1.0,3.142857074737549,30532.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/01/2023,2023,2.0,2.857142925262451,30534.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/02/2023,2023,5.0,3.0,30539.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/03/2023,2023,2.0,2.857142925262451,30541.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/04/2023,2023,4.0,2.5714285373687744,30545.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/05/2023,2023,5.0,3.0,30550.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/06/2023,2023,4.0,3.2857143878936768,30554.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/07/2023,2023,2.0,3.4285714626312256,30556.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/08/2023,2023,3.0,3.5714285373687744,30559.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/09/2023,2023,4.0,3.4285714626312256,30563.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/10/2023,2023,3.0,3.5714285373687744,30566.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/11/2023,2023,4.0,3.5714285373687744,30570.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/12/2023,2023,2.0,3.142857074737549,30572.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/13/2023,2023,6.0,3.4285714626312256,30578.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/14/2023,2023,5.0,3.857142925262451,30583.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/15/2023,2023,3.0,3.857142925262451,30586.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/16/2023,2023,6.0,4.142857074737549,30592.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/17/2023,2023,3.0,4.142857074737549,30595.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/18/2023,2023,6.0,4.4285712242126465,30601.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/19/2023,2023,6.0,5.0,30607.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/20/2023,2023,3.0,4.5714287757873535,30610.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/21/2023,2023,4.0,4.4285712242126465,30614.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/22/2023,2023,3.0,4.4285712242126465,30617.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/23/2023,2023,3.0,4.0,30620.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/24/2023,2023,1.0,3.7142856121063232,30621.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/25/2023,2023,4.0,3.4285714626312256,30625.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/26/2023,2023,4.0,3.142857074737549,30629.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/27/2023,2023,5.0,3.4285714626312256,30634.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/28/2023,2023,6.0,3.7142856121063232,30640.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/29/2023,2023,5.0,4.0,30645.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/30/2023,2023,3.0,4.0,30648.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/01/2023,2023,2.0,4.142857074737549,30650.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/02/2023,2023,5.0,4.285714149475098,30655.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/03/2023,2023,4.0,4.285714149475098,30659.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/04/2023,2023,3.0,4.0,30662.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/05/2023,2023,3.0,3.5714285373687744,30665.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/06/2023,2023,6.0,3.7142856121063232,30671.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/07/2023,2023,7.0,4.285714149475098,30678.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/08/2023,2023,5.0,4.714285850524902,30683.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/09/2023,2023,4.0,4.5714287757873535,30687.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/10/2023,2023,7.0,5.0,30694.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/11/2023,2023,5.0,5.285714149475098,30699.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/12/2023,2023,4.0,5.4285712242126465,30703.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/13/2023,2023,3.0,5.0,30706.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/14/2023,2023,6.0,4.857142925262451,30712.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/15/2023,2023,6.0,5.0,30718.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/16/2023,2023,2.0,4.714285850524902,30720.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/17/2023,2023,2.0,4.0,30722.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/18/2023,2023,4.0,3.857142925262451,30726.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/19/2023,2023,9.0,4.5714287757873535,30735.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/20/2023,2023,2.0,4.4285712242126465,30737.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/21/2023,2023,0.0,3.5714285373687744,30737.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/22/2023,2023,2.0,3.0,30739.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/23/2023,2023,1.0,2.857142925262451,30740.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/24/2023,2023,5.0,3.2857143878936768,30745.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/25/2023,2023,6.0,3.5714285373687744,30751.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/26/2023,2023,4.0,2.857142925262451,30755.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/27/2023,2023,4.0,3.142857074737549,30759.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/28/2023,2023,2.0,3.4285714626312256,30761.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/29/2023,2023,1.0,3.2857143878936768,30762.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/30/2023,2023,2.0,3.4285714626312256,30764.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
07/31/2023,2023,6.0,3.5714285373687744,30770.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/01/2023,2023,5.0,3.4285714626312256,30775.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/02/2023,2023,6.0,3.7142856121063232,30781.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/03/2023,2023,3.0,3.5714285373687744,30784.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/04/2023,2023,5.0,4.0,30789.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/05/2023,2023,2.0,4.142857074737549,30791.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/06/2023,2023,2.0,4.142857074737549,30793.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/07/2023,2023,4.0,3.857142925262451,30797.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/08/2023,2023,5.0,3.857142925262451,30802.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/09/2023,2023,5.0,3.7142856121063232,30807.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/10/2023,2023,2.0,3.5714285373687744,30809.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/11/2023,2023,3.0,3.2857143878936768,30812.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/12/2023,2023,3.0,3.4285714626312256,30815.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/13/2023,2023,4.0,3.7142856121063232,30819.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/14/2023,2023,3.0,3.5714285373687744,30822.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/15/2023,2023,5.0,3.5714285373687744,30827.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/16/2023,2023,6.0,3.7142856121063232,30833.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/17/2023,2023,1.0,3.5714285373687744,30834.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/18/2023,2023,3.0,3.5714285373687744,30837.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/19/2023,2023,1.0,3.2857143878936768,30838.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/20/2023,2023,0.0,2.7142856121063232,30838.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/21/2023,2023,4.0,2.857142925262451,30842.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/22/2023,2023,3.0,2.5714285373687744,30845.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/23/2023,2023,6.0,2.5714285373687744,30851.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/24/2023,2023,5.0,3.142857074737549,30856.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/25/2023,2023,3.0,3.142857074737549,30859.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/26/2023,2023,0.0,3.0,30859.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/27/2023,2023,3.0,3.4285714626312256,30862.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
08/28/2023,2023,2.0,3.142857074737549,30864.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
